Nr.	Datum	Operator	Schicht	Kammer	vSubstr LQ	Pendel#	H2	SiH4	SC	TMB	CH4	CO2	PH3	Gas?	Gasfluss	t	p	P	Pump nach	f	del	Ts	Th	Th depo	Subst	Subst	Anzahl	Pr	CL	CT	UDC	Basis p	d	R	?d/d¯	Deplet	R dyn	h	FF	Voc	jsc	Rs	FF rot	jsc rot	FF blau	jsc blau	j0	n	Reflekt	Anneal	sd nT	sd vT/oT	sph	Photosens	Krist (%)	Krist (%)	Sims [O]	Sims [C]	Sims [N]	Sims [B]	Sims [?]	PDS E04	PDS a 1,2	H2	SiH4	TMB	CH4	CO2	PH3		Bemerkung					Hilfe-Spalten					
					(m/s)	LQ	(sccm)	(sccm)	(%)	(sccm)	(sccm)	(sccm)	(sccm)		(sccm)	(s)	(mbar)	(W)	Schicht (s)	(Hz)	(mm)	(°C)	(°C)	(°C)	Größe	Material	Gläser	(W)			(V)	(mbar)	(nm)	(Å/s)	(%)	(%)	(nm·m/min)	(%)	(%)	(mV)	(mA/cm²)	(W)	(%)	(mA/cm²)	(%)	(mA/cm²)	(mA/cm²)	(-)			(S/cm)	(S/cm)	(S/cm)	(-)	488 nm	647 nm	(cm-3)	(cm-3)	(cm-3)	(cm-3)	(cm-3)	(eV)	eV (cm-1)	Cal sccm	Cal sccm	Cal sccm	Cal sccm	Cal sccm	Cal sccm				Größe	Material		DS-Zeile	Leitf-Zeile	Cryst-Zeile	Sims-Zeile	PDS-Zeile	Cal-Zeile
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D274	16.06.2010	DW, TZ	a(i)	1			344	67	10.78							1620	4	33		13.56		180		271	10x10	Asahi-U	3		809	128			294.88	1.82	2.61	15.67																												342.04	41.33											257	#NV	#NV	#NV	#NV	38
10D275	16.06.2010	DW, TZ	a(n)	1			564	91	9.1				23.1			85	4	34		13.56		180			10x10	Asahi-U	3		800	129			15.22	1.79		11.35																												560.79	56.13				14.51							#NV	#NV	#NV	#NV	#NV	38
10D276	16.06.2010	DW, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			840	126																																						206.93								#NV	#NV	#NV	#NV	#NV	38
																																	342.67																																											#NV	#NV	#NV	#NV	#NV	#NV
10D277	17.06.2010	TZ, AF	a(p)	1			250	41	9.38	6	30					50	4	27		13.56		180			10x10	Asahi-U	4		814	127		9.00E-07	9	1.8		24.88		8.37	68.3	889	13.79	7.7	70.3	4.23	71.5	2.96	5.90E-09	1.65	Ag-1	30' 160°C														248.58	25.74	7.58	25.58			1,4,6,9	wegen Fehler bei Generator längere Stabilisierung der i-Schicht					#NV	#NV	#NV	#NV	#NV	38
10D278	17.06.2010	TZ, AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			849	124								8.52	68.7	892	13.91	7.5	71.1	4.2	72.4	2.99	4.10E-09	1.62	Ag-4	30' 160°C																		206.93								#NV	#NV	#NV	#NV	#NV	38
10D279	17.06.2010	TZ, AF	a(i)	2	0	0	525	375	30.71							580	1	52 / 62		60		180		271	10x10	Asahi-U	4		545 / 467	141 / 237		9.00E-07	376.54	6.49	9.48	9.99		8.73	70.7	892	13.84	6.8	72.4	4.24	73.4	3	2.40E-09	1.57	Ag-6	30' 160°C														522.01	231.3											261	#NV	#NV	#NV	#NV	38
10D280	17.06.2010	TZ, AF	a(n)	1			640	98	8.68				23			85	4	34		13.56		180			10x10	Asahi-U	4		844	125		9.00E-07	15.22	1.79		10.54		8.75	72.1	892	13.61	6.2	73.6	4.06	73.9	3.04	1.40E-09	1.52	Ag-9	30' 160°C														636.35	60.45				14.45							#NV	#NV	#NV	#NV	#NV	38
10D281	17.06.2010	TZ, AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										206.93								#NV	#NV	#NV	#NV	#NV	38
																																	400.75																																											#NV	#NV	#NV	#NV	#NV	#NV
10D282	17.06.2010	TZ, AF	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		758	131		9.00E-07	19.8	1.1		72.5		1.49	49.5	315	9.54	8.8	49.6	3.14	48.6	2.09			Ag-1	30' 160°C						75.165								2989.85	5.4	1.01				1,4,6	erster Versuch µc-Si in PC2					#NV	#NV	78	#NV	#NV	38
10D283	17.06.2010	TZ, AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			846	125								2.1	56.7	345	10.5	5.8					2.60E-03	1.65	Ag-4	30' 160°C																		206.93			Asahi U auf Pos 1, zusätzlich Glas auf Position 3,7 und 9					#NV	#NV	#NV	#NV	#NV	38
10D284	17.06.2010	TZ, AF	µc(i)	2	0	0	2000	50	1.52							2000	4	400 / 400		60		180			10x10	ZnO	2		584 / 467	105 / 216		9.00E-07	793.5	3.97	3.34	45.78		2.04	56.1	346	10.55	5.8	54.6	3.83	55.6	2.26			Ag-4	30' 160°C														1994.03	30.84						regelt anfangs statt auf den Heizer auf das Pyrometer (seit vorhergehender i-Schicht!) - noch vor Gaseinlass					281	#NV	#NV	#NV	#NV	38
10D285	17.06.2010	TZ, AF	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	ZnO	2		786	131		9.00E-07	15.22	1.79		11.1		1.57	53.8	320	9.13	7.1	53.2	3.06	53.4	2.13			Ag-6	30' 160°C														578.68	57.36				14.26		Elektrode auf 190°C, Heizer deutlich über 600°C, langes Warten, bis Temperatur und Basisdruck wieder ok sind					#NV	#NV	#NV	#NV	#NV	38
10D286	17.06.2010	TZ, AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			842	126																																						206.93			-4 (auf ZnO) gemessen mit SolarSim2 und DSR (C. Zahren). Temperaturregelung PC2 hat nicht richtig funktioniert.					#NV	#NV	#NV	#NV	#NV	38
																																																																							Wechsel der p/n Silanflasche					#NV	#NV	#NV	#NV	#NV	#NV
10D287	18.06.2010	TZ, AF	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		760	130		9.00E-07	19.8	1.1		72.5		7	70	518	19.4	2.98	70.3	10.1	70.3	2.7			Ag-1	30' 160°C						66.7								2989.85	5.4	1.01				1,5,9	Wdh von 10D241					#NV	#NV	60	#NV	#NV	38
10D288	18.06.2010	TZ, AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			859	124								7.3	62	519	22.6	7.3	65.7	13	69.1	2.7			ZnO/Ag-5	30' 160°C																		206.93			IV characteristics done with Sun Sim2					#NV	#NV	#NV	#NV	#NV	38
10D289	18.06.2010	TZ, AF	µc(i)	1			3000	52	1.06							2580	12.5	555		13.56		180		245	10x10	ZnO	2		756	130		9.00E-07	1367.49	5.3	3.03	58.81		5.5	66.1	501	16.6	3.63	66.3	8.4	67.2	2.4	5.01E-05	1.59	Ag-9	30' 160°C														2989.85	32.07						MAIKE kaput					308	#NV	#NV	#NV	#NV	38
10D290	18.06.2010	TZ, AF	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	ZnO	2		787	129			15.22	1.79		11.1		7.16	69.6	521	19.75	2.7	70	10.41	70.7	2.77	3.12E-05	1.56	Ag-1	30' 160°C														578.68	57.36				14.26		Pos 9 Asahi U					#NV	#NV	#NV	#NV	#NV	38
10D291	18.06.2010	TZ, AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			848	124																																						206.93			ZnO back contact was not good??????					#NV	#NV	#NV	#NV	#NV	38
																																	1402.5																																											#NV	#NV	#NV	#NV	#NV	#NV
10D292	21.06.2010	TZ, TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		762	129		9.00E-07	19.8	1.1		72.5		6	68.6	502	17.6	3.04	68.8	9.6	67.4	2.3	3.74E-05	1.54	Ag-1	30' 160°C						60.4								2989.85	5.4	1.01				1,5,9	inhomogenious one half a-Si Voc 527 mV					#NV	#NV	64	#NV	#NV	38
10D293	21.06.2010	TZ, TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			852	123								6.9	66.7	520	19.8	3.99	68.3	12.4	66.6	2	3.00E-05	1.53	ZnO/Ag-5	30' 160°C																		206.93			Pos 9 Asahi U					#NV	#NV	#NV	#NV	#NV	38
10D294	21.06.2010	TZ, TM	µc(i)	1			3000	52	1.06							2580	12.5	555		13.56		180		243	10x10	ZnO	2		757	129		9.00E-07	1301.49	5.04	3.18	55.97		4.6	63	502	14.6	4.46	63.3	7.9	63.9	1.8	9.45E-05	1.69	Ag-9	30' 160°C														2989.85	32.07						Vorfüllen bei der i-Schicht mit 20 sccm Silan, nach Plasmastart auf 52 sccm					300	#NV	#NV	#NV	#NV	38
10D295	21.06.2010	TZ, TM	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	ZnO	2		806	127			15.22	1.79		11.1																												578.68	57.36				14.26		Fehler im Rezept. MFC von H2 statt SiH4, per Hand sofort korregiert					#NV	#NV	#NV	#NV	#NV	38
10D296	21.06.2010	TZ, TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			845	125																																						206.93			Sun Sim2					#NV	#NV	#NV	#NV	#NV	38
																																	1336.5																																											#NV	#NV	#NV	#NV	#NV	#NV
10D297	21.06.2010	TZ, AF	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		758	130		9.00E-07	19.8	1.1		72.5		2.84	57.4	425	11.64	5.7	55.6	4.01	58	2.41	1.13E-03	1.89	Ag-1	30' 160°C														2989.85	5.4	1.01				1,4,6	"4,-6 ZnO; -1 Asahi-U"					#NV	#NV	#NV	#NV	#NV	38
10D298	21.06.2010	TZ, AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			845	124								2.81	57	399	12.38	6.2	55.8	4.81	58.6	2.53			Ag-4	30' 160°C																		206.93			zusätzlich 4 Corning auf 1,3,7,9					#NV	#NV	#NV	#NV	#NV	38
10D299	21.06.2010	TZ, AF	µc(i)	2	0	0	2000	60	1.82							2000	4	400 / 400		60		180		235	10x10	ZnO	2		536 / 437	150 / 274		9.00E-07	1215.99	6.08	5.12	58.46		3.2	59.9	414	12.57	5	59.6	4.96	59.9	2.67	1.94E-03	1.91	Ag-6	30' 160°C														1994.03	37.01											304	#NV	#NV	#NV	#NV	38
10D300	21.06.2010	TZ, AF	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	ZnO	2		787	130		9.00E-07	15.22	1.79		11.1																												578.68	57.36				14.26							#NV	#NV	#NV	#NV	#NV	38
10D301	21.06.2010	TZ, AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			841	125																																						206.93								#NV	#NV	#NV	#NV	#NV	38
																																	1251																																											#NV	#NV	#NV	#NV	#NV	#NV
10D302	22.06.2010	JW, TZ	a(p)	1			259	41	9.09	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	2		816	127		9.00E-07	9	1.8		24.88		9.04	69.6	896	14.51	8.3	72.3	4.8	74.9	3.01	1.93E-09	1.55	Ag-1	30' 160°C														257.52	25.74	7.7	23.95			1,5						#NV	#NV	#NV	#NV	#NV	38
10D303	22.06.2010	JW, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			850	123								9.9	71.6	893	15.48	7.1	73.4	5.85	75.2	2.99	1.15E-09	1.5	ZnO/Ag-5	30' 160°C																		206.93								#NV	#NV	#NV	#NV	#NV	38
10D304	22.06.2010	JW, TZ	a(i)	1			1088	72	3.94							205	4	33		13.56		180			10x10	Asahi-U	2					9.00E-07	23.58	1.15	0.27	9.22																												1081.8	44.41											312	#NV	#NV	#NV	#NV	38
10D304	22.06.2010	JW, TZ	a(i)	1			309	72	12.63							1620	4	33		13.56		180		267	10x10	Asahi-U	2		812	127			321.21	1.98	0.27	15.89																												307.24	44.41											312	#NV	#NV	#NV	#NV	38
10D305	22.06.2010	JW, TZ	a(n)	1			617	98	8.97				22.7			85	4	34		13.56		180			10x10	Asahi-U	2		805	128			15.22	1.79		10.54																												613.48	60.45				14.26							#NV	#NV	#NV	#NV	#NV	38
10D306	22.06.2010	JW, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			843	125																																						206.93								#NV	#NV	#NV	#NV	#NV	38
																																	369																																											#NV	#NV	#NV	#NV	#NV	#NV
10D307	22.06.2010	TZ, AF	a(p)	1			278	41	8.52	6.1	28.5					50	4	27		13.56		180			10x10	Asahi-U	2		813	127		9.00E-07	9	1.8		24.88		7.73	69.3	917	12.17	10.1	71.4	2.98	69.8	2.96	2.09E-09	1.63	Ag-1	30' 160°C														276.42	25.74	7.7	24.36			1,5	10 A/s Testzelle					#NV	#NV	#NV	#NV	#NV	38
10D308	22.06.2010	TZ, AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			846	124								8.96	69.8	916	14.02	7.6	71.9	4.62	70.1	2.95	1.56E-09	1.59	ZnO/Ag-5	30' 160°C																		206.93								#NV	#NV	#NV	#NV	#NV	38
10D309	22.06.2010	TZ, AF	a(i)	1			703	126	10.01							300	10	340		13.56		180		263	10x10	Asahi-U	2		729	135		9.00E-07	360.79	12.03	3.9	55.07																												698.99	77.72						Maike-Messungen bei Arjan					316	#NV	#NV	#NV	#NV	38
10D310	22.06.2010	TZ, AF	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	Asahi-U	2		805	128			15.22	1.79		11.1																												578.68	57.36				14.26		10D307-5 für Degradation abgegeben an Carsten (29.06.2010)					#NV	#NV	#NV	#NV	#NV	38
10D311	22.06.2010	TZ, AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			843	125																																						206.93			10D307-5: 8,81% (0h)--> 5,26% (1000h) = -40%					#NV	#NV	#NV	#NV	#NV	38
																																	385																																						Wechsel der p/n Wasserstoffflasche					#NV	#NV	#NV	#NV	#NV	#NV
10D313	23.06.2010	TZ, JW	a(p)	1			278	41	8.52	4.3	28					50	4	27		13.56		180			10x10	Asahi-U	2		814	126		9.00E-07	9	1.8		24.88		8.81	69.3	893	14.22	8.7	72.4	4.54	74.7	3.01	1.69E-09	1.51	Ag-1	30' 160°C														276.42	25.74	5.43	23.95			1,5	weniger TMB (4,3 statt 6,1)					#NV	#NV	#NV	#NV	#NV	38
10D314	23.06.2010	TZ, JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			852	123								2.96	22.4	898	14.69	468							ZnO/Ag-5	30' 160°C																		206.93								#NV	#NV	#NV	#NV	#NV	38
10D315	23.06.2010	TZ, JW	a(i)	1			1056	69	3.9							205	4	33		13.56		180			10x10	Asahi-U	2						23.58	1.15	1.56	9.62																												1049.98	42.56											320	#NV	#NV	#NV	#NV	38
10D315	23.06.2010	TZ, JW	a(i)	1			329	69	11.51							1620	4	33		13.56		180		267	10x10	Asahi-U	2		812	127		9.00E-07	304.71	1.88	1.56	15.73																												327.12	42.56											320	#NV	#NV	#NV	#NV	38
10D316	23.06.2010	TZ, JW	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	Asahi-U	2		789	129			15.22	1.79		11.1																												578.68	57.36				14.26							#NV	#NV	#NV	#NV	#NV	38
10D317	23.06.2010	TZ, JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			843	126																																						206.93								#NV	#NV	#NV	#NV	#NV	38
																																	352.5																																					1,5						#NV	#NV	#NV	#NV	#NV	#NV
10D318	24.06.2010	TM, TZ	µc(p)	1			3000	8.6	0.18	0.9						180	12.5	400		13.56		180			10x10	ZnO	2		761	130		9.00E-07	19.8	1.1		72.5		6.7	68.3	509	19.3	3.1	68.8	9.95	68.9	2.75	3.94E-05	1.52	Ag-1	30' 160°C						62.9								2989.85	5.4	1.14					mehr TMB (0,9 statt 0,8)					#NV	#NV	116	#NV	#NV	38
10D319	24.06.2010	TM, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			850	124								7.55	65.9	505	22.7	3.2	67.2	13.21	67.3	2.78	8.53E-05	1.61	ZnO/Ag-5	30' 160°C																		206.93								#NV	#NV	#NV	#NV	#NV	38
10D320	24.06.2010	TM, TZ	µc(i)	1			3000	52	1.06							2580	12.5	555		13.56		180		242	10x10	ZnO	2		757	130		9.00E-07	1379.49	5.35	3.85	59.32																												2989.85	32.07											324	#NV	#NV	#NV	#NV	38
10D321	24.06.2010	TM, TZ	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	ZnO	2		789	128			15.22	1.79		11.1																												578.68	57.36				14.26							#NV	#NV	#NV	#NV	#NV	38
10D322	24.06.2010	TM, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			844	125																																						206.93								#NV	#NV	#NV	#NV	#NV	38
																																	1414.5																																											#NV	#NV	#NV	#NV	#NV	#NV
10D323	24.06.2010	AF, TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		758	130		9.00E-07	19.8	1.1		72.5		2.67	50	362	14.72	6	50	5.59	51.7	2.82			Ag-4	30' 160°C														2989.85	5.4	1.01				4,6	Leistung i-Schicht auf 2x300 W heruntergesetzt					#NV	#NV	#NV	#NV	#NV	38
10D324	24.06.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			848	124								3.86	58	421	15.8	4.2	58	6.56	59.5	2.89			Ag-6	30' 160°C																		206.93			zusätzlich 4 Corning auf 1,3,7,9					#NV	#NV	#NV	#NV	#NV	38
10D325	24.06.2010	AF, TZ	µc(i)	2	0	0	2000	60	1.82							2000	4	300 / 300		60		180			10x10	ZnO	2		528 / 454	163 / 258		9.00E-07	1243.49	6.22	3.79	59.79																												1994.03	37.01											348	#NV	#NV	#NV	#NV	38
10D326	24.06.2010	AF, TZ	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	ZnO	2		787	130		9.00E-07	15.22	1.79		11.1																												578.68	57.36				14.26							#NV	#NV	#NV	#NV	#NV	38
10D327	24.06.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			841	125																																						206.93								#NV	#NV	#NV	#NV	#NV	38
																																	1278.5																																											#NV	#NV	#NV	#NV	#NV	#NV
10D328	25.06.2010	TZ, TM	µc(p)	1			3000	8.6	0.18	0.8						150	12.5	400		13.56		180			10x10	ZnO	4		762	130		9.00E-07	16.5	1.1		72.5		6.77	69.8	509	19.05	3	70.5	10.01	70.1	2.71	1.80E-05	1.45	Ag-1	30' 160°C						60.7								2989.85	5.4	1.01				1,5,6,9	dünnere p-Schicht (150s statt 180s)					#NV	#NV	120	#NV	#NV	38
10D329	25.06.2010	TZ, TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			851	123								7.82	67.2	509	22.85	3	68.4	13.27	67.9	2.78	4.57E-05	1.54	ZnO/Ag-5	30' 160°C																		206.93			ZnO auf Pos 6 und 9 mit deutlich höherem Schichtwiderstand (~20 Ohm/sq)					#NV	#NV	#NV	#NV	#NV	38
10D330	25.06.2010	TZ, TM	µc(i)	1			3000	52	1.06							2580	12.5	555		13.56		180		241	10x10	ZnO	4		757	130		9.00E-07	1387.04	5.38	3.35	59.65		6.45	65.3	519	19.02	4.8	67.7	9.77	70.6	2.78	7.69E-06	1.39	Ag-6	30' 160°C														2989.85	32.07											352	#NV	#NV	#NV	#NV	38
10D331	25.06.2010	TZ, TM	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	ZnO	4		807	127			15.22	1.79		11.1		7.54	66	525	21.77	3.8	68.7	12.5	70.4	2.69	7.92E-06	1.41	ZnO/Ag-9	30' 160°C														578.68	57.36				14.26							#NV	#NV	#NV	#NV	#NV	38
10D332	25.06.2010	TZ, TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			843	125																																						206.93								#NV	#NV	#NV	#NV	#NV	38
																																	1418.75																																											#NV	#NV	#NV	#NV	#NV	#NV
10D333	25.06.2010	TZ, TM, JW	a(p)	1			278	41	8.52	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	8		813	127		9.00E-07	9	1.8		24.88		9.14	74	891	13.85	5.6	75.7	4.4	75.9	2.93	1.20E-09	1.51	Ag-3	30' 160°C														276.42	25.74	7.7	23.95			3,5	2 Asahi U plus 6 Substrate für David Wippler (12 halbe ZnO)					#NV	#NV	#NV	#NV	#NV	38
10D334	25.06.2010	TZ, TM, JW	a(i)	1			1056	69	3.9							205	4	33		13.56		180			10x10	Asahi-U	8					9.00E-07	23.58	1.15	2.87	9.62		9.71	71.4	900	15.1	7.4	73.4	5.6	73.4	2.92	4.60E-08	1.85	ZnO/Ag-5	30' 160°C														1049.98	42.56						Std a-Si ohne CO2					376	#NV	#NV	#NV	#NV	38
10D334	25.06.2010	TZ, TM, JW	a(i)	1			329	69	11.51							1620	4	33		13.56		180		266	10x10	Asahi-U	8		810	127			301.21	1.86	2.87	15.55																												327.12	42.56											376	#NV	#NV	#NV	#NV	38
10D335	25.06.2010	TZ, TM, JW	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	Asahi-U	8		789	129			15.22	1.79		11.1																												578.68	57.36				14.26							#NV	#NV	#NV	#NV	#NV	38
10D336	25.06.2010	TZ, TM, JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			843	125																																						206.93								#NV	#NV	#NV	#NV	#NV	38
																																	349																																											#NV	#NV	#NV	#NV	#NV	#NV
10D337	28.06.2010	AF, TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		764	129		9.00E-07	19.8	1.1		72.5		2.97	47.2	433	14.54	6.7	42.4	6.02	51.4	2.74	3.02E-03	2.15	Ag-4	30' 160°C														2989.85	5.4	1.01				4,6	Temperatur pendelt zwischen 185°C und 190°C					#NV	#NV	#NV	#NV	#NV	38
10D338	28.06.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			851	123								2.83	49.1	361	15.96	5	46.3	6.78	55.4	3.04			Ag-6	30' 160°C																		206.93			zusätzlich 4 Corning auf 1,3,7,9					#NV	#NV	#NV	#NV	#NV	38
10D339	28.06.2010	AF, TZ	µc(i)	2	0	0	2000	60	1.82							2000	4	200 / 200		60		185-190		285	10x10	ZnO	2		537 / 453	164 / 265		9.00E-07	1004.99	5.02	1.83	48.32																												1994.03	37.01											380	#NV	#NV	#NV	#NV	38
10D340	28.06.2010	AF, TZ	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	ZnO	2		804	128		9.00E-07	15.22	1.79		11.1																												578.68	57.36				14.26							#NV	#NV	#NV	#NV	#NV	38
10D341	28.06.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			839	125																																						206.93								#NV	#NV	#NV	#NV	#NV	38
																																	1040																																											#NV	#NV	#NV	#NV	#NV	#NV
10D342	28.06.2010	TZ, AF	a(i)	2																60		180		290																																															Test Generatorleistung a-Si in PC2 bei untersch. Prozessparametern					#NV	#NV	#NV	#NV	#NV	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D343	29.06.2010	TZ, TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		762	130		9.00E-07	19.8	1.1		72.5		7.17	70.6	517	19.66	3.2	71.3	10.25	70.1	2.84	1.80E-05	1.45	Ag-1	30' 160°C						60.2								2989.85	5.4	1.01				1,5	Wdh von 10D287 / 10D241					#NV	#NV	124	#NV	#NV	38
10D344	29.06.2010	TZ, TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			849	125								8.3	67.9	512	23.87	3.1	69.4	13.86	69.3	2.94	2.63E-05	1.49	ZnO/Ag-5	30' 160°C																		206.93								#NV	#NV	#NV	#NV	#NV	38
10D345	29.06.2010	TZ, TM	µc(i)	1			3000	52	1.06							2580	12.5	555		13.56		180		241	10x10	ZnO	2		752	130		9.00E-07	1354.99	5.25	2.88	58.27																												2989.85	32.07											384	#NV	#NV	#NV	#NV	38
10D346	29.06.2010	TZ, TM	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	ZnO	2		804	127			15.22	1.79		11.1																												578.68	57.36				14.26							#NV	#NV	#NV	#NV	#NV	38
10D347	29.06.2010	TZ, TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			842	125																																						206.93								#NV	#NV	#NV	#NV	#NV	38
																																	1390																																											#NV	#NV	#NV	#NV	#NV	#NV
10D348	29.06.2010	JW	a(p)	1			278	41	8.52	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	5		813	127		9.00E-07	9	1.8		24.88		9.12	73.4	888	13.99	5.5	74.8	4.32	76.5	3.03	1.73E-09	1.53	Ag-1	30' 160°C														276.42	25.74	7.7	23.95			1,5	plus 3 Modulsubstrate von Stefan Haas					#NV	#NV	#NV	#NV	#NV	38
10D349	29.06.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			845	124								10.02	73.5	892	15.27	5.4	75.1	5.58	76.4	2.96	8.83E-10	1.48	ZnO/Ag-5	30' 160°C																		206.93								#NV	#NV	#NV	#NV	#NV	38
10D350	29.06.2010	JW	a(i)	1			1056	80	4.49							205	4	33		13.56		180			10x10	Asahi-U	5					9.00E-07	23.58	1.15	5.39	8.29																												1049.98	49.35											388	#NV	#NV	#NV	#NV	38
10D350	29.06.2010	JW	a(i)	1			329	80	13.11							1520	4	33		13.56		180		267	10x10	Asahi-U	5		808	127			295.71	1.95	5.39	14.03																												327.12	49.35											388	#NV	#NV	#NV	#NV	38
10D351	29.06.2010	JW	a(n)	1			582	93	9.02				22.7			85	4	34		13.56		180			10x10	Asahi-U	5		788	130			15.22	1.79		11.1																												578.68	57.36				14.26							#NV	#NV	#NV	#NV	#NV	38
10D352	29.06.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			842	125																																						206.93								#NV	#NV	#NV	#NV	#NV	38
																																	343.5																																											#NV	#NV	#NV	#NV	#NV	#NV
