Nr.	Datum	Operator	Schicht	Kammer	vSubstr LQ	Pendel#	H2	SiH4	SC	TMB	CH4	CO2	PH3	Gas?	Gasfluss	t	p	P	Pump nach	f	del	Ts	Th	Th depo	Subst	Subst	Anzahl	Pr	CL	CT	UDC	Basis p	d	R	?d/d¯	Deplet	R dyn	h	FF	Voc	jsc	Rs	FF rot	jsc rot	FF blau	jsc blau	j0	n	Reflekt	Anneal	sd nT	sd vT/oT	sph	Photosens	Krist (%)	Krist (%)	Sims [O]	Sims [C]	Sims [N]	Sims [B]	Sims [?]	PDS E04	PDS a 1,2	H2	SiH4	TMB	CH4	CO2	PH3		Bemerkung					Hilfe-Spalten					
					(m/s)	LQ	(sccm)	(sccm)	(%)	(sccm)	(sccm)	(sccm)	(sccm)		(sccm)	(s)	(mbar)	(W)	Schicht (s)	(Hz)	(mm)	(°C)	(°C)	(°C)	Größe	Material	Gläser	(W)			(V)	(mbar)	(nm)	(Å/s)	(%)	(%)	(nm·m/min)	(%)	(%)	(mV)	(mA/cm²)	(W)	(%)	(mA/cm²)	(%)	(mA/cm²)	(mA/cm²)	(-)			(S/cm)	(S/cm)	(S/cm)	(-)	488 nm	647 nm	(cm-3)	(cm-3)	(cm-3)	(cm-3)	(cm-3)	(eV)	eV (cm-1)	Cal sccm	Cal sccm	Cal sccm	Cal sccm	Cal sccm	Cal sccm				Größe	Material		DS-Zeile	Leitf-Zeile	Cryst-Zeile	Sims-Zeile	PDS-Zeile	Cal-Zeile
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D621	06.08.2010	AF	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	ZnO	2		799	128			15.22	1.79		11.08																												581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D622	06.08.2010	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			845	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
												Gesamtdepozeit PC1 (2010) in Std:				27.31	Dicke:	30.07694333	µm				Gesamt Depozeit PC2 (2010) in Std:				1.352777778	Dicke:	2.78491	µm			1389	508.6																																					"Reinigung PC1, PC2; Umbau Erdung PC2. Austausch PC1FG"					#NV	#NV	#NV	#NV	#NV	#NV
10D623	13.08.2010	AF	a(i)	1			329	69	11.42							2700	4	33		13.56		180			10x10	Asahi-U	9					4.00E-06	513	1.9		15.86																												330.74	42.64						"Blindbeschichtung (alten) Carrier in PC1. Proben nicht aufbewahrt; als Dummy verwendet"					#NV	#NV	#NV	#NV	#NV	62
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D624	13.08.2010	AF	a(p)	1			278	41	8.41	6.1	28					50	4	27		13.56					10x10	Asahi-U	5		804	128		1.50E-06	9	1.8		24.89		8.77	69.5	885	14.24	8.4	56.3	4.57	45.4	3.04	?	?	Ag-1 (#15)	30' 160°C														280.31	25.74	7.68	23.13			1,4,5,6,9	Standard a-Si-Zelle (wdh 10D428)					#NV	#NV	#NV	#NV	#NV	62
10D625	13.08.2010	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			840	125								9.59	70.5	886	15.36	7	73.3	5.79	74.9	2.94	1.11E-09	1.49	ZnO/Ag-5	30' 160°C																		207.95			-1, -5, -9 Asahi-U (-9 Reserve)					#NV	#NV	#NV	#NV	#NV	62
10D626	13.08.2010	AF	a(i)	1			1056	80	4.48							205	4	33		13.56					10x10	Asahi-U	5					1.80E-06	23.58	1.15		8.28		8.45	65.7	880	14.62	10.5	70.8	5.07	73.9	2.97	8.28E-10	1.46	Ag-9	30' 160°C														1053.95	49.44						-4, -6: Proben von Katharina					#NV	#NV	#NV	#NV	#NV	62
10D626	13.08.2010	AF	a(i)	1			329	80	13							1520	4	33		13.56				271	10x10	Asahi-U	5		808	129								8.59	69.7	882	13.97	8	72.6	4.47	75.7	2.94			Ag-1 (#29)	30' 160°C														330.74	49.44						Druck nach 30 Min in PC1 (p-Schicht Prozessvordruck) 1,9E-6. T auf 230°C gestellt.					#NV	#NV	#NV	#NV	#NV	62
10D627	13.08.2010	AF	a(n)	1			582	93	8.99				22.7			85	4	34		13.56					10x10	Asahi-U	5		774	131			15.22	1.79		11.08																												581.61	57.47				14.17		10D624-1 merkwürdige FF bei rotem und blauem Filter					#NV	#NV	#NV	#NV	#NV	62
10D628	13.08.2010	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			836	126																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	47.79																																						Reinigung Schieber LC - PC1					#NV	#NV	#NV	#NV	#NV	#NV
10D629	17.08.2010	JW	a(i)	1			329	69	11.42							2700	4	33		13.56		180		265	10x10	Asahi-U	9					2.00E-06																																330.74	42.64						"Blindbeschichtung (alten) Carrier in PC1. Proben nicht aufbewahrt; als Dummy verwendet"					#NV	#NV	#NV	#NV	#NV	62
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D630	18.08.2010	JW	a(p)	1			278	41	8.41	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	2		807	127		9.00E-07	9	1.8		24.89		9.18	73.3	882	14.19	5.1	74.9	4.61	75.9	3.01	8.73E-10	1.47	Ag-1	30' 160°C														280.31	25.74	7.68	23.13			1,5	Standard a-Si-Zelle (wdh 10D428)					#NV	#NV	#NV	#NV	#NV	62
10D631	18.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			846	124								9.81	72.1	884	15.22	5.7	74.8	5.78	75	2.91	8.63E-10	1.46	ZnO/Ag-5	30' 160°C																		207.95			auf Pos 1 viele Shunts					#NV	#NV	#NV	#NV	#NV	62
10D632	18.08.2010	JW	a(i)	1			1056	80	4.48							205	4	33		13.56		180			10x10	Asahi-U	2					9.00E-07	23.58	1.15	5.31	8.28																												1053.95	49.44											900	#NV	#NV	#NV	#NV	62
10D632	18.08.2010	JW	a(i)	1			329	80	13							1520	4	33		13.56		180		271	10x10	Asahi-U	2		809	127			300.71	1.98	5.31	14.24																												330.74	49.44											900	#NV	#NV	#NV	#NV	62
10D633	18.08.2010	JW	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	Asahi-U	2		784	130			15.22	1.79		11.08																												581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D634	18.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			841	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	348.5																																											#NV	#NV	#NV	#NV	#NV	#NV
10D635	19.08.2010	JW	a(p)	1			278	41	8.41	6.1	28		0.1			50	4	27		13.56		180			10x10	Asahi-U	3		806	127		9.00E-07	9	1.8		24.89		9.17	74	883	14.05	4.7	75.3	4.52	76.3	2.97	6.51E-10	1.44	Ag-1	30' 160°C														280.31	25.74	7.68	23.13		0.06	1,5,9	Standard a-Si-Zelle aber mit 0.1sccm PH3 in p-Schicht					#NV	#NV	#NV	#NV	#NV	62
10D636	19.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			847	124								9.29	74.2	883	14.19	4.8	75.8	4.67	75.9	2.94	6.40E-10	1.44	Ag-5	30' 160°C																		207.95			MFC hat zu geringen Fluss angezeigt					#NV	#NV	#NV	#NV	#NV	62
10D637	19.08.2010	JW	a(i)	1			1056	80	4.48							205	4	33		13.56		180			10x10	Asahi-U	3					9.00E-07	23.58	1.15	4.8	8.28		9.75	72.4	883	15.25	5.4	75	5.57	75.5	2.93	7.28E-10	1.44	ZnO/Ag-9	30' 160°C														1053.95	49.44											904	#NV	#NV	#NV	#NV	62
10D637	19.08.2010	JW	a(i)	1			329	80	13							1520	4	33		13.56		180		271	10x10	Asahi-U	3		808	127			291.21	1.92	4.8	13.79																												330.74	49.44											904	#NV	#NV	#NV	#NV	62
10D638	19.08.2010	JW	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	Asahi-U	3		780	130			15.22	1.79		11.08																												581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D639	19.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			840	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	339																																											#NV	#NV	#NV	#NV	#NV	#NV
10D640	19.08.2010	JW	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		756	131		9.00E-07	19.8	1.1		72.51		3.02	49.6	693	8.79	14	44.4	3.41	46.6	1.1	2.91E-08	2.03	Ag-1	30' 160°C														2987.47	5.4	1.04				1,5	Voc bei 10D640-5 unter Filter höher als bei weißem Licht???					#NV	#NV	#NV	#NV	#NV	62
10D641	19.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			843	124								2.4	48.5	587	8.43	15.1	44.3	3.69	44.9	1	2.54E-08	2	ZnO/Ag-5	30' 160°C																		207.95			Voc inhomogen					#NV	#NV	#NV	#NV	#NV	62
10D642	19.08.2010	JW	a(i)/µc(i)	1			3000 / 703	50 / 126								2995	12.5	555		13.56		180		245	10x10	ZnO	2		735	131		9.00E-07	1659.99	5.54	4.42	#WERT!																																								844	#NV	#NV	#NV	#NV	62
10D643	19.08.2010	JW	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	ZnO	2		798	129			15.22	1.79		11.08																												581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D644	19.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			841	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	1695																																											#NV	#NV	#NV	#NV	#NV	#NV
10D645	20.08.2010	JW	a(p)	1			278	41	8.41	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	4		812	127		9.00E-07	9	1.8		24.89		9.07	73.4	886	13.95	5.9	74.9	4.46	75	2.98	1.34E-09	1.5	Ag-1	30' 160°C														280.31	25.74	7.68	23.13			1,5	a-si:h ohne co2, +2 substrate von A.Bauer					#NV	#NV	#NV	#NV	#NV	62
10D646	20.08.2010	JW	a(i)	1			1056	80	4.48							205	4	33		13.56		180			10x10	Asahi-U	4					9.00E-07	23.58	1.15	2.23	8.28		9.85	74.2	889	14.94	5.5	75.3	5.63	74.6	2.9	9.34E-10	1.47	ZnO/Ag-5	30' 160°C														1053.95	49.44											1084	#NV	#NV	#NV	#NV	62
10D646	20.08.2010	JW	a(i)	1			329	80	13							1520	4	33		13.56		180		269	10x10	Asahi-U	4		809	128			288.71	1.9	2.23	13.67																												330.74	49.44											1084	#NV	#NV	#NV	#NV	62
10D647	20.08.2010	JW	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	Asahi-U	4		775	130			15.22	1.79		11.08																												581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D648	20.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			84	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	336.5																																											#NV	#NV	#NV	#NV	#NV	#NV
10D649	23.08.2010	JW	a(p)	1			278	41	8.41	6.1	28		0.3			50	4	27		13.56		180			10x10	Asahi-U	3		807	127		9.00E-07	9	1.8		24.89		8.87	73.6	860	14.02	5	75.2	4.52	75.8	2.99	2.86E-10	1.35	Ag-1	30' 160°C														280.31	25.74	7.68	23.13		0.17	1,5,6	10D649-1 gebrochen					#NV	#NV	#NV	#NV	#NV	62
10D650	23.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			848	124								9.69	73.7	870	15.09	5	75.5	5.66	75.6	2.89	4.92E-10	1.4	ZnO/Ag-5	30' 160°C																		207.95								#NV	#NV	#NV	#NV	#NV	62
10D651	23.08.2010	JW	a(i)	1			1056	80	4.48							205	4	33		13.56		180			10x10	Asahi-U	3					9.00E-07	23.58	1.15	5.4	8.28		8.93	73.2	858	14.21	5.9	74.7	4.75	75.6	2.98	3.30E-10	1.36	Ag-6	30' 160°C														1053.95	49.44											1088	#NV	#NV	#NV	#NV	62
10D651	23.08.2010	JW	a(i)	1			329	80	13							1520	4	33		13.56		180		271	10x10	Asahi-U	3		808	128			293.54	1.93	5.4	13.9																												330.74	49.44											1088	#NV	#NV	#NV	#NV	62
10D652	23.08.2010	JW	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	Asahi-U	3		776	131			15.22	1.79		11.08																												581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D653	23.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			841	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	341.33																																											#NV	#NV	#NV	#NV	#NV	#NV
10D654	23.08.2010	TM	a(p)	1			278	41	8.41	6.1	28					500	4	27		13.56		180				fz-c-Si	2																																					280.31	25.74	7.68	23.13				Sandwich pi1i2 (ohne Plasmastop) p CO2 i2					#NV	#NV	#NV	#NV	#NV	62
10D654	23.08.2010	TM	a(i)	1			1056	80	4.48							205	4	33		13.56		180				fz-c-Si	2																																					1053.95	49.44						1x Asahi U auf Pos1, Corning mit 2x fz-c-Si auf Pos 5					#NV	#NV	#NV	#NV	#NV	62
10D654	23.08.2010	TM	a(i)	1			329	80	13							1520	4	33		13.56		180		269		fz-c-Si	2		811	128																																		330.74	49.44											#NV	#NV	#NV	#NV	#NV	62
10D655	23.08.2010	TM	a(p)	1			278	41	8.41	6.1	28					500	4	27		13.56		180		267		fz-c-Si	2		800	129																																		280.31	25.74	7.68	23.13									#NV	#NV	#NV	#NV	#NV	62
10D656	23.08.2010	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			844	124																																						207.95								#NV	#NV	#NV	#NV	#NV	62
10D657	23.08.2010	TM	a(i)	1			329	80	13							1520	4	33		13.56		180		268		fz-c-Si	2		788	130																																		330.74	49.44											#NV	#NV	#NV	#NV	#NV	62
																																																																							Einbau Drucksensoren Sterlingpumpen (LC und PC3)					#NV	#NV	#NV	#NV	#NV	#NV
10D658	25.08.2010	JW	µc(p)	1			3000	8.6	0.18	0.8						900	12.5	400		13.56		180		260	10x10	Asahi-U	2		759	130		9.00E-07	99	1.1		72.51																												2987.47	5.4	1.04					p-pump-i-p-co2-i					#NV	#NV	#NV	#NV	#NV	62
10D659	25.08.2010	JW	µc(i)	1			3000	52	1.06							860	12.5	555		13.56		180		249	10x10	Asahi-U	2		751	130		9.00E-07	473	5.5		60.91																												2987.47	32.13											#NV	#NV	#NV	#NV	#NV	62
10D660	25.08.2010	JW	µc(p)	1			3000	8.6	0.18	0.8						900	12.5	400		13.56		180		255	10x10	Asahi-U	2		759	130		1.00E-05	99	1.1		72.51																												2987.47	5.4	1.04										#NV	#NV	#NV	#NV	#NV	62
10D661	25.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			846	124																																						207.95								#NV	#NV	#NV	#NV	#NV	62
10D662	25.08.2010	JW	µc(i)	1			3000	52	1.06							860	12.5	555		13.56		180		247	10x10	Asahi-U	2		750	130		9.00E-07	473	5.5		60.91																												2987.47	32.13											#NV	#NV	#NV	#NV	#NV	62
																																	1144																																											#NV	#NV	#NV	#NV	#NV	#NV
10D663	25.08.2010	JW	µc(p)	1			3000	8.6	0.18	0.8						990	12.5	400		13.56		180			10x10	Asahi-U	2		762	129		9.00E-07																																2987.47	5.4	1.04					"""p-schicht wie bei 10d513, davor 4 mal normale p-Schicht"""					#NV	#NV	#NV	#NV	#NV	62
10D664	25.08.2010	JW	µc(i)	1			3000	52	1.06							860	12.5	555		13.56		180		248	10x10	Asahi-U	2		753	129		9.00E-07																																2987.47	32.13											#NV	#NV	#NV	#NV	#NV	62
10D665	25.08.2010	JW	µc(p)	1			3000	8.6	0.18	0.8						900	12.5	400		13.56		180			10x10	Asahi-U	2		760	130		1.00E-05																																2987.47	5.4	1.04					p-b-pump-i-p-pump-i					#NV	#NV	#NV	#NV	#NV	62
10D666	25.08.2010	JW	µc(i)	1			3000	52	1.06							860	12.5	555		13.56		180		245	10x10	Asahi-U	2		755	129		9.00E-07																																2987.47	32.13						keine T-Stabilisierung bei dieser Schicht					#NV	#NV	#NV	#NV	#NV	62
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D667	26.08.2010	TZ	a(i)	1			329	69	11.42							2700	4	33		13.56		180		268	10x10	Asahi-U	9		812	126		9.00E-07																																330.74	42.64						Blindbeschichtung neuer Carrier mit neuem Einsatz (vorher über Nacht nochmal in LC ausgeheizt)					#NV	#NV	#NV	#NV	#NV	62
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D668	26.08.2010	TZ	a(p)	1			278	41	8.41	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	4		813	126		9.00E-07	9	1.8		24.89		9.22	74	895	13.92	5.9	74.8	4.6	75.6	2.93	1.04E-09	1.5	Ag-1	30' 160°C														280.31	25.74	7.68	23.13			1,5,6,9	std a-Si (analog 10D428) auf neuem Carrier und neuem Einsatz					#NV	#NV	#NV	#NV	#NV	62
10D669	26.08.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			850	124								9.62	73.1	880	14.95	5	75.4	5.7	74.5	2.82	1.14E-09	1.47	ZnO/Ag-5	30' 160°C																		207.95			Voc auf Pos 5 rund 880 mV, weiter außen teilweise bis 895 mV					#NV	#NV	#NV	#NV	#NV	62
10D670	26.08.2010	TZ	a(i)	1			1056	80	4.48							205	4	33		13.56		180			10x10	Asahi-U	4					9.00E-07	23.58	1.15	0.42	8.28		9.03	73.1	883	13.99	5.2	75	4.73	74.7	2.85	1.00E-09	1.47	Ag-6	30' 160°C														1053.95	49.44											868	#NV	#NV	#NV	#NV	62
10D670	26.08.2010	TZ	a(i)	1			329	80	13							1520	4	33		13.56		180		270	10x10	Asahi-U	4		810	127			312.21	2.05	0.42	14.79		9.88	74.1	891	14.96	5.1	75.6	5.62	75.3	2.87	1.03E-09	1.49	ZnO/Ag-9	30' 160°C														330.74	49.44											868	#NV	#NV	#NV	#NV	62
10D671	26.08.2010	TZ	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	Asahi-U	4		790	128			15.22	1.79		11.08																												581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D672	26.08.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			844	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	360																																											#NV	#NV	#NV	#NV	#NV	#NV
10D673	26.08.2010	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	4		757	130		9.00E-07	19.8	1.1		72.51		6.91	69	496	20.19	3.4	70	10.73	69.9	2.83	2.15E-05	1.43	Ag-1	30' 160°C														2987.47	5.4	1.04				1,5,6,9	std µc-Si (analog 10D438) auf neuem Carrier und neuem Einsatz					#NV	#NV	#NV	#NV	#NV	62
10D674	26.08.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			845	124																			ZnO/Ag-5	30' 160°C																		207.95			Voc auf Pos 1 und 9 sehr inhomogen					#NV	#NV	#NV	#NV	#NV	62
10D675	26.08.2010	TZ	µc(i)	1			3000	52	1.06							2580	12.5	555		13.56		180		245	10x10	ZnO	4		754	130		9.00E-07	1448.99	5.62	2.13	62.2		6.94	70.4	500	19.7	2.8	71.2	10.58	70.5	2.74	1.92E-05	1.43	Ag-6	30' 160°C														2987.47	32.13											888	#NV	#NV	#NV	#NV	62
10D676	26.08.2010	TZ	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	ZnO	4		799	127			15.22	1.79		11.08													ZnO/Ag-9	30' 160°C														581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D677	26.08.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			844	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	1484																																											#NV	#NV	#NV	#NV	#NV	#NV
10D678	27.08.2010	JW	a(p)	1			278	41	8.41	6.1	28		0.5			50	4	27		13.56		180			10x10	Asahi-U	3		810	127		9.00E-07	9	1.8		24.89		8.31	70.7	840	14	7.5	73.6	4.54	73.9	2.92	4.40E-10	1.33	Ag-1	30' 160°C														280.31	25.74	7.68	23.13		0.28	1,5,6	Standard a-Si-Zelle aber mit 0.5sccm PH3 in p-Schicht					#NV	#NV	#NV	#NV	#NV	62
10D679	27.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			848	124								8.52	71.6	852	13.96	6.8	74.2	4.67	74.1	2.87	4.70E-10	1.37	Ag-5	30' 160°C																		207.95								#NV	#NV	#NV	#NV	#NV	62
10D680	27.08.2010	JW	a(i)	1			1056	80	4.48							205	4	33		13.56		180			10x10	Asahi-U	3					9.00E-07	23.58	1.15	5.71	8.28		8.89	71.3	857	14.55	6.6	74.1	5.29	73	2.87	1.40E-08	1.64	ZnO/Ag-6	30' 160°C														1053.95	49.44											1544	#NV	#NV	#NV	#NV	62
10D680	27.08.2010	JW	a(i)	1			329	80	13							1520	4	33		13.56		180		269	10x10	Asahi-U	3		811	128			298.88	1.97	5.71	14.15																												330.74	49.44											1544	#NV	#NV	#NV	#NV	62
10D681	27.08.2010	JW	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	Asahi-U	3		777	130			15.22	1.79		11.08																												581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D682	27.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			843	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	346.67																																											#NV	#NV	#NV	#NV	#NV	#NV
10D683	27.08.2010	TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3		758	130		9.00E-07	19.8	1.1		72.51		7.05	70.6	508	19.68	2.9	70.6	10.63	68.7	2.67	4.99E-05	1.53	Ag-1	30' 160°C						64								2987.47	5.4	1.04				1,6						#NV	#NV	184	#NV	#NV	62
10D684	27.08.2010	TM	µc(i)	1			3000	52	1.06							2580	12.5	555		13.56		180		245	10x10	ZnO	3		755	130		9.00E-07	1388.32	5.38	5.26	59.59		7.86	69.9	511	22	2.9	70.8	12.99	69	2.62	4.35E-05	1.56	ZnO/Ag-6	30' 160°C														2987.47	32.13						keine T-Stabilisierung bei dieser Schicht					848	#NV	#NV	#NV	#NV	62
10D685	27.08.2010	TM	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	ZnO	3		798	128			15.22	1.79		11.08																												581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D686	27.08.2010	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			842	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	1423.33																																											#NV	#NV	#NV	#NV	#NV	#NV
10D688	30.08.2010	JW	a(p)	1			278	41	8.41	6.1	28		0.7			50	4	27		13.56		180			10x10	Asahi-U	3		814	126		9.00E-07	9	1.8		24.89		7.84	68.3	811	14.14	7.5	71.6	4.64	71.6	2.92	8.15E-09	1.52	Ag-1	30' 160°C														280.31	25.74	7.68	23.13		0.39	1,5,6	Standard a-Si-Zelle aber mit 0.7sccm PH3 in p-Schicht					#NV	#NV	#NV	#NV	#NV	62
10D689	30.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			850	123								8.19	70.9	826	13.99	6.6	73.7	4.58	73.3	2.88	5.70E-10	1.32	Ag-5	30' 160°C																		207.95								#NV	#NV	#NV	#NV	#NV	62
10D690	30.08.2010	JW	a(i)	1			1056	80	4.48							205	4	33		13.56		180			10x10	Asahi-U	3					9.00E-07	23.58	1.15	2.22	8.28		8.66	70.4	823	14.95	6.3	73.4	5.57	72.6	2.89	5.18E-10	1.31	ZnO/Ag-6	30' 160°C														1053.95	49.44											896	#NV	#NV	#NV	#NV	62
10D690	30.08.2010	JW	a(i)	1			329	80	13							1520	4	33		13.56		180		268	10x10	Asahi-U	3		810	126			288.88	1.9	2.22	13.68																												330.74	49.44											896	#NV	#NV	#NV	#NV	62
10D691	30.08.2010	JW	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	Asahi-U	3		781	130			15.22	1.79		11.08																												581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D692	30.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			843	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	336.67																																											#NV	#NV	#NV	#NV	#NV	#NV
10D693	30.08.2010	JW	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3		761	129		9.00E-07	19.8	1.1		72.51		7.09	69.8	515	19.73	3.2	71.1	10.33	70	2.77	2.29E-05	1.49	Ag-1	30' 160°C						62.7								2987.47	5.4	1.04				1,5,6	ref µc-Si:H, wie 10D438, alter Carrier, alter Einsatz					#NV	#NV	188	#NV	#NV	62
10D694	30.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			846	124								8.4	70	514	23.36	2.9	71.3	13.88	70.4	2.74	2.13E-05	1.47	ZnO/Ag-5	30' 160°C																		207.95			SC seria SiH4(52sccm), SC~1.06 Crystallinity 647nm ~62.7%					#NV	#NV	#NV	#NV	#NV	62
10D695	30.08.2010	JW	µc(i)	1			3000	52	1.06							2580	12.5	555		13.56		180		245	10x10	ZnO	3		754	131		9.00E-07	1378.32	5.34	3.91	59.17		8.41	69.6	514	23.46	2.9	70.6	13.78	70.6	2.77	1.98E-05	1.46	ZnO/Ag-6	30' 160°C														2987.47	32.13											892	#NV	#NV	#NV	#NV	62
10D696	30.08.2010	JW	a(n)	1			582	93	8.99				22.7			85	4	34		13.56		180			10x10	ZnO	3		796	128			15.22	1.79		11.08																												581.61	57.47				14.17							#NV	#NV	#NV	#NV	#NV	62
10D697	30.08.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			842	125																																						207.95								#NV	#NV	#NV	#NV	#NV	62
																																	1413.33																																						"Ausschleusen der alten Carrier; linker neuer Dummy mit 15' bei 320°C vorgeheizt --> PC3 bei 280°C; Substratcarrier 10' bei 320°C, dann über Nacht bei 80°C stehen lassen; rechter Dummy bei Process mit 15' bei 320°C vorgeheizt; Carrier bleibt bei 10D698 noch vor dem Prozess stecken --> PC1 und PC2 geöffnet; am 01.09. erneut aufgetreten --> Vergrößerung der Phasen an den Erdungsschienen in der Kammer, obere Erdungsschiene nochmal knapp 1 mm nach oben versetzt"					#NV	#NV	#NV	#NV	#NV	#NV
10D698	02.09.2010	TZ	a(i)	2	0.015	35	600	250	20.49							2426.666667	1.5	50 / 52		60		180+-1		321	10x10	Asahi-U	9		564 / 494	135 / 205		9.00E-07					0																											599.51	154.49						dynamische Blindbeschichtung PC2 für alle neuen Carrier (~ 500 nm) + Elektrode (~ 1250 nm)					#NV	#NV	#NV	#NV	#NV	62
10D699	02.09.2010	TZ	a(i)	1			329	69	11.42							2700	4	33		13.56		180		265	10x10	Asahi-U	9		795	128		9.00E-07																																330.74	42.64						Blindbeschichtung PC1 mit 500 nm a-Si					#NV	#NV	#NV	#NV	#NV	62
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D700	02.09.2010	JW	a(n)	1			582	93	8.99				22.7			85	4	34		13.56			270		Dummy	Übrig			809	126																																		581.61	57.47				14.17		n-Schicht auf Dummy direkt vor i-Schicht --> Verschleppung PH3?					#NV	#NV	#NV	#NV	#NV	62
10D701	02.09.2010	JW	a(i)	1			1056	80	4.48							205	4	33		13.56		180			10x10	Corning	3					9.00E-07	23.58	1.15	2.93	8.28															1.20E-10	2.54E-11	1.87E-05	1.56E+05										1053.95	49.44											1124	23	#NV	#NV	#NV	62
10D701	02.09.2010	JW	a(i)	1			329	80	13							1520	4	33		13.56		180		270	10x10	Corning	3		811	127			198.09	1.3	2.93	9.38															1.20E-10	2.54E-11	1.87E-05	1.56E+05										330.74	49.44											1124	23	#NV	#NV	#NV	62
