Nr.	Datum	Operator	Schicht	Kammer	vSubstr LQ	Pendel#	H2	SiH4	SC	TMB	CH4	CO2	PH3	Gas?	Gasfluss	t	p	P	Pump nach	f	del	Ts	Th	Th depo	Subst	Subst	Anzahl	Pr	CL	CT	UDC	Basis p	d	R	?d/d¯	Deplet	R dyn	h	FF	Voc	jsc	Rs	FF rot	jsc rot	FF blau	jsc blau	j0	n	Reflekt	Anneal	sd nT	sd vT/oT	sph	Photosens	Krist (%)	Krist (%)	Sims [O]	Sims [C]	Sims [N]	Sims [B]	Sims [?]	PDS E04	PDS a 1,2	H2	SiH4	TMB	CH4	CO2	PH3		Bemerkung					Hilfe-Spalten					
11D0590	15.04.2011	TM	a(n)	1			582	93	8.75				22.7			51	4	34		13.56		180			10x10	ZnO	4																																					593.96	56.94				14.15							#NV	#NV	#NV	#NV	#NV	38
11D0591	15.04.2011	TM	µc(n)	1			3000	18	0.38				4			126	12.5	400		13.56		180			10x10	ZnO	4					1.00E-02																																2981.7	11.23				2.36		best cells with substrates from Gabrielle ~11.4 %					#NV	#NV	#NV	#NV	#NV	38
11D0592	15.04.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
11D0593	15.04.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						132	12.5	400		13.56		180			10x10	ZnO	4					9.00E-07																																2981.7	5.37	1.04										#NV	#NV	#NV	#NV	#NV	38
11D0594	15.04.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
11D0595	15.04.2011	TM	µc(i)	1			3000	54	1.09							3740	12.5	520		13.56		180		237	10x10	ZnO	4					9.00E-07	2465.25	6.59	1.18	71.33																												2981.7	32.89											630	#NV	#NV	#NV	#NV	38
11D0596	15.04.2011	TM	a(n)	1			582	93	8.75				22.7			120	4	34		13.56		180			10x10	ZnO	4																																					593.96	56.94				14.15							#NV	#NV	#NV	#NV	#NV	38
11D0597	15.04.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0598	15.04.2011	DW	a(i)	1			329	80	12.35							2700	4	33		13.56		180																																										347.13	48.89						cover layer for i-layer inlay					#NV	#NV	#NV	#NV	#NV	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0599	18.04.2011	AF	µc(i)	1			3000	8.6	0.18							180	12.5	400		13.56		180			10x10	Corning	2					2.00E-06	19.8	1.1		72.94																				60						2.01	40	2981.7	5.37						std µc-Si(i)					#NV	#NV	63	#NV	6	38
11D0600	18.04.2011	AF	µc(i)	1			3000	52	1.05							927	12.5	555		13.56		180			10x10	Corning	2					5.00E-02	441.5	4.76	4.92	53.53															1.01E-06	3.18E-06	1.39E-05	1.38E+01										2981.7	31.66											434	3	#NV	#NV	#NV	38
																																	461.3																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0601	18.04.2011	AF	µc(i)	1			3000	8.6	0.18							180	12.5	400		13.56		180			10x10	Corning	2					2.00E-06	19.8	1.1		72.94																				47.3						1.97	65	2981.7	5.37						"zickzack i-layer with 50+-20 sccm; 12 periods, 80s each"					#NV	#NV	67	#NV	7	38
11D0602	18.04.2011	AF	µc(i)	1			3000	50	1.04							960	12.5	555		13.56		180			10x10	Corning	2					5.00E-02	421.6	4.39	3.22	50.09															4.96E-09	5.47E-09	3.86E-06	7.77E+02										2981.7	31.2											446	7	#NV	#NV	#NV	38
																																	441.4																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0603	18.04.2011	TZ	a(i)	2	0.015	17	350	250	29.81							453.3333333	1	105 / 115		60		179-186			10x10	Corning	2		535 / 495	115 / 180		9.00E-07	469.5	10.36	0.75	23.61	24.86														9.53E-12	9.51E-11	3.86E-05	4.05E+06								1.93	5.1	367.54	156.13						"dynamic a-Si(i) with ~ 10.5 A/s; one c-Si substrate. FTIR: 2011_04_18_Data01. Gasausnutzung 17,5%; Rate 7,7 Å/s"					454	27	#NV	#NV	21	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0604	19.04.2011	AF	µc(i)	1			3000	8.6	0.18							180	12.5	400		13.56		180			10x10	Corning	2					2.00E-06	19.8	1.1		72.94																				32.4						1.87	80	2981.7	5.37						"zickzack i-layer with 47+-30 sccm; 12 periods, 87s each"					#NV	#NV	71	#NV	8	38
11D0605	19.04.2011	AF	µc(i)	1			3000	47	0.97							1044	12.5	555		13.56		180			10x10	Corning	2					5.00E-02	464.8	4.45	4.95	54.02															6.82E-09	4.51E-09	7.14E-06	1.05E+03										2981.7	29.33											466	11	#NV	#NV	#NV	38
																																	484.6																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0606	19.04.2011	AF	µc(i)	1			3000	8.6	0.18							180	12.5	400		13.56		180			10x10	Corning	2					2.00E-06	19.8	1.1		72.94																				41.9						1.89	70	2981.7	5.37						"zickzack i-layer with 49+-19 sccm; 6 periods, 162s each"					#NV	#NV	75	#NV	9	38
11D0607	19.04.2011	AF	µc(i)	1			3000	49	1.02							972	12.5	555		13.56		180			10x10	Corning	2					5.00E-02	446.9	4.6	6.41	53.51															1.19E-07	2.37E-08	8.21E-06	6.88E+01										2981.7	30.58											478	15	#NV	#NV	#NV	38
																																	466.7																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0608	19.04.2011	AF	µc(i)	1			3000	8.6	0.18							180	12.5	400		13.56		180			10x10	Corning	2					2.00E-06	19.8	1.1		72.94																				82						1.92	155	2981.7	5.37						µc-Si(i) with 30 sccm					#NV	#NV	79	#NV	10	38
11D0609	19.04.2011	AF	µc(i)	1			3000	30	0.62							1428	12.5	555		13.56		180			10x10	Corning	2					5.00E-02	431.3	3.02	5.87	57.41															1.28E-12	5.39E-12	1.32E-09	1.03E+03										2981.7	18.72											490	19	#NV	#NV	#NV	38
																																	451.1																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0610	19.04.2011	AF	µc(i)	1			3000	8.6	0.18							180	12.5	400		13.56		180			10x10	Corning	2					2.00E-06																																2981.7	5.37						µc-Si(i) with 68 sccm					#NV	#NV	#NV	#NV	#NV	38
11D0611	19.04.2011	AF	µc(i)	1			3000	68	1.37							822	12.5	555		13.56		180			10x10	Corning	2					5.00E-02																																2981.7	41.49						"Proben ageplatzt. Nicht aufbewahrt; weggeschmissen."					#NV	#NV	#NV	#NV	#NV	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0612	20.04.2011	TZ	a(i)	1			329	80	12.35							2550	4	33		13.56		180			10x10	Corning	2					9.00E-07	443.5	1.74	4.62	12.66															9.20E-12	6.10E-11	3.06E-05	3.33E+06								1.91	3.5	347.13	48.89						"std a-Si(i); one c-Si substrate"					502	39	#NV	#NV	22	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0613	20.04.2011	TZ	a(i)	1			329	80	12.35							650	4	150		13.56		180			10x10	Corning	2					9.00E-07	428	6.58	0.23	47.93															6.93E-12	7.49E-11	1.59E-05	2.29E+06								1.91	10.2	347.13	48.89						"a-Si(i) with ~ 8 A/s; one c-Si substrate"					506	43	#NV	#NV	23	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0614	20.04.2011	TZ	a(i)	1			329	80	12.35							850	4	100		13.56		180			10x10	Corning	2					9.00E-07	441	5.19	0	37.76															3.60E-11	1.44E-10	9.43E-05	2.62E+06								1.91	19.1	347.13	48.89						"a-Si(i) with ~ 5.5 A/s; one c-Si substrate"					510	47	#NV	#NV	24	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0615	20.04.2011	AF	µc(i)	1			3000	8.6	0.18							180	12.5	400		13.56		180			10x10	Corning	2					2.00E-06	19.8	1.1		72.94																				22.2						2.04	35	2981.7	5.37						"zickzack i-layer with 47+-30 sccm; 6 periods, 174s each"					#NV	#NV	83	#NV	11	38
11D0616	20.04.2011	AF	µc(i)	1			3000	47	0.97							1044	12.5	555		13.56		180			10x10	Corning	2					5.00E-02	460.2	4.41	2.08	53.48															4.91E-06	2.52E-08	2.70E-05	5.49E+00										2981.7	29.33											514	23	#NV	#NV	#NV	38
																																	480																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0617	21.04.2011	TZ	a(i)	2	0.015	24	350	250	29.81							640	1	80 / 88		60		179-187		274	10x10	Corning	2		535 / 490	120 / 190		9.00E-07	510	7.97	0	18.16	19.13														3.37E-11		2.90E-05	8.61E+05								1.91	5.1	367.54	156.13						"dynamic a-Si(i) with ~ 7.5 A/s; one c-Si substrate"					518	51	#NV	#NV	25	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0618	21.04.2011	TZ	a(i)	2	0.015	50	350	250	29.81							1333.333333	1	32 / 35		60		179-184		290	10x10	Corning	2		495 / 470	180 / 240		9.00E-07	530	3.98	4.34	9.06	9.54														7.87E-11		8.44E-05	1.07E+06								1.95	4.6	367.54	156.13						"dynamic a-Si(i) with ~ 3.5 A/s; one c-Si substrate"					522	55	#NV	#NV	26	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0619	21.04.2011	TZ	a(i)	2	0.015	35	350	250	29.81							933.3333333	1	50 / 55		60		179-184		283	10x10	Corning	2		510 / 480	150 / 210		9.00E-07	503.5	5.39	1.69	12.3	12.95														7.61E-11		7.31E-05	9.61E+05								1.91	6.9	367.54	156.13						"dynamic a-Si(i) with ~ 5 A/s; one c-Si substrate"					526	59	#NV	#NV	27	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0620	26.04.2011	AF	AR	1										Ar	400	300	1.7	342		13.56					10x10	Corning						2.00E-06																								2.7						1.99	25								µc-Si(i) with 68 sccm					#NV	#NV	87	#NV	12	38
11D0621	26.04.2011	AF	µc(i)	1			3000	8.6	0.18							180	12.5	400		13.56					10x10	Corning						5.00E-02	19.8	1.1		72.94																												2981.7	5.37											#NV	#NV	#NV	#NV	#NV	38
11D0622	26.04.2011	AF	µc(i)	1			3000	68	1.37							822	12.5	555		13.56					10x10	Corning						5.00E-02	501.1	6.1	3.17	52.29															1.19E-09	9.13E-13	3.61E-06	3.03E+03										2981.7	41.49											542	31	#NV	#NV	#NV	38
																																	520.9																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0623	26.04.2011	AF	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	19.8	1.1		72.94		6.71	68.4	498	19.7	3.3	68.4	9.94	66.7	2.97	8.13E-05	1.6	Ag-1	30' 160°C						65.8								2981.7	5.37	1.04				1,5,6	"Zick-Zack; 43+-27 sccm; 33 periods; 92s --> 41 nm/period; like 11D0185 but lower median SC"					#NV	#NV	91	#NV	#NV	38
11D0624	26.04.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig												4.39	49.2	394	22.67	6.3	56.4	13.57	62.2	2.77	1.03E-02	2.85	ZnO/Ag-5	30' 160°C																		209.46								#NV	#NV	#NV	#NV	#NV	38
11D0625	26.04.2011	AF	µc(i)	1			3000	43	0.89							3036	12.5	555		13.56		180		236	10x10	ZnO	3					9.00E-07	1380.32	4.55	2.1	60.29		6.89	61	467	23.29	3.7	63.4	13.6	63.6	2.87	1.23E-04	1.62	ZnO/Ag-6	30' 160°C														2981.7	26.84						-5, -6 (ZnO/Ag Rück) sehr inhomogen					530	#NV	#NV	#NV	#NV	38
11D0626	26.04.2011	AF	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	3						15.22	1.79		11.19																												593.96	56.94				14.15							#NV	#NV	#NV	#NV	#NV	38
11D0627	26.04.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
																																	1415.33																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0628	26.04.2011	TZ	a(i)	2	0	0	350	250	29.81							950	1	50 / 55		60		180		240	10x10	Corning	2		505 / 475	155 / 220		9.00E-07	469.5	4.94	0.11	11.26															1.01E-10		8.03E-05	7.95E+05								1.94	17.4	367.54	156.13						"static a-Si(i) with ~ 5 A/s; one c-Si substrate"					562	103	#NV	#NV	28	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0629	27.04.2011	DW	a(i)	1			329	80	12.35							2700	4	33		13.56		180		264								2.00E-06																																347.13	48.89						cover layer for solar cell inlay					#NV	#NV	#NV	#NV	#NV	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0630	27.04.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	19.8	1.1		72.94		6.85	70.2	500	19.54	3.1	70.1	10	68.1	2.89	4.82E-05	1.5	Ag-1	35' 160°C														2981.7	5.37	1.04				1,5,9	µc-Si with 1x10-2 between p and i-layer, no TS					#NV	#NV	#NV	#NV	#NV	38
11D0631	27.04.2011	TM	µc(i)	1			3000	52	1.05							2470	12.5	520		13.56		180		239	10x10	ZnO	3					1.00E-02	1328.65	5.38	1.69	60.46		8.02	69.9	512	22.4	2.7	70.5	13.54	68	2.56	1.42E-04	1.76	ZnO/Ag-5	30' 160°C														2981.7	31.66											546	#NV	#NV	#NV	#NV	38
11D0632	27.04.2011	TM	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	3						15.22	1.79		11.19		8.27	69	506	23.69	2.5	69.7	14	67.7	2.8	5.65E-05	1.56	ZnO/Ag-9	30' 160°C														593.96	56.94				14.15							#NV	#NV	#NV	#NV	#NV	38
11D0633	27.04.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
																																	1363.67																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0634	27.04.2011	TZ	a(p)	1			278	41	7.92	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3					9.00E-07	9	1.8		25.04		8.37	72.4	903	12.8	5.4	74.1	3.48	74.8	2.92	1.16E-10	1.39	Ag-4	30' 160°C														297.43	25.59	7.66	22.96			4,5,6	a-Si PC2, SC series					#NV	#NV	#NV	#NV	#NV	38
11D0635	27.04.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												9.14	72.5	906	13.91	5.1	74.6	4.57	73.6	2.89	1.21E-10	1.39	ZnO/Ag-5	30' 160°C																		209.46								#NV	#NV	#NV	#NV	#NV	38
11D0636	27.04.2011	TZ	a(i)	2	0.015	35	1000	205	11.19							933.3333333	1	50 / 55		60		179-182		291	10x10	Asahi-U	3		520 / 485	135 / 200		9.00E-07	339.45	3.64	2.2	10.17	8.73	9.12	72.4	905	13.92	5.1	74	4.53	74.2	2.88	1.63E-10	1.4	ZnO/Ag-6	30' 160°C														1010.12	127.32											566	#NV	#NV	#NV	#NV	38
11D0637	27.04.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	3					9.00E-07	15.22	1.79		11.19																												593.96	56.94				14.15							#NV	#NV	#NV	#NV	#NV	38
11D0638	27.04.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
																																	363.67																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0639	28.04.2011	TM	a(p)	1			278	41	7.92	6.1	28					75	4	27		13.56		180			10x10	Asahi-U	4					9.00E-07						11.5	73	1372	11.5	9.8							ZnO/Ag-1															297.43	25.59	7.66	22.96			1,6,7,9	"like 11D0502 [no pumping and no TS before i-layers (1e-2); no CO2 before µc-Si(p)]"					#NV	#NV	#NV	#NV	#NV	38
11D0640	28.04.2011	TM	a(i)	1			1056	40	2.29							300	4	33		13.56		180			10x10	Asahi-U	4					1.00E-02						11.8	73.4	1373	11.7	8.9							ZnO/Ag-6															1066.36	24.96											#NV	#NV	#NV	#NV	#NV	38
11D0640	28.04.2011	TM	a(i)	1			329	80	12.35							1700	4	33		13.56		180		262	10x10	Asahi-U	4											11.4	72.6	1371	11.4	9.8							ZnO/Ag-7															347.13	48.89						QE jsc (11.4 / 11.7) pos. 1, cell 16					#NV	#NV	#NV	#NV	#NV	38
11D0641	28.04.2011	TM	a(n)	1			582	93	8.75				22.7			51	4	34		13.56		180			10x10	Asahi-U	4											11.5	73.2	1375	11.4	9.9							ZnO/Ag-9															593.96	56.94				14.15		QE jsc (11.7 / 11.6) pos. 6, cell 16 Asahi VU					#NV	#NV	#NV	#NV	#NV	38
11D0642	28.04.2011	TM	µc(n)	1			3000	18	0.38				4			126	12.5	400		13.56		180			10x10	Asahi-U	4					1.00E-02																																2981.7	11.23				2.36		QE jsc (11.4 / 11.8) pos. 7, cell 16					#NV	#NV	#NV	#NV	#NV	38
11D0643	28.04.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						132	12.5	400		13.56		180			10x10	Asahi-U	4					9.00E-07																																2981.7	5.37	1.04					QE jsc (11.3 / 11.4) pos. 9, cell 16					#NV	#NV	#NV	#NV	#NV	38
11D0644	28.04.2011	TM	µc(i)	1			3000	54	1.09							3740	12.5	520		13.56		180		236	10x10	Asahi-U	4					1.00E-02	2479.25	6.63	1.23	71.73																												2981.7	32.89											638	#NV	#NV	#NV	#NV	38
11D0645	28.04.2011	TM	a(n)	1			582	93	8.75				22.7			120	4	34		13.56		180			10x10	Asahi-U	4																																					593.96	56.94				14.15							#NV	#NV	#NV	#NV	#NV	38
11D0646	28.04.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0647	28.04.2011	AF	µc(i)	2	0	0														60																																																			test of plasma stability (watch matchboxes)					#NV	#NV	#NV	#NV	#NV	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0648	29.04.2011	TZ	a(p)	1			278	41	7.92	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3					9.00E-07	9	1.8		25.04		8.73	72.6	900	13.36	6.2	74.3	3.95	74.8	2.89	2.66E-10	1.43	Ag-4	35' 160°C														297.43	25.59	7.66	22.96			4,5,6	a-Si PC2, SC series					#NV	#NV	#NV	#NV	#NV	38
11D0649	29.04.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												9.47	73.3	901	14.34	4.8	74.1	4.95	73.9	2.89	1.12E-08	1.73	ZnO/Ag-5	2h 160°C																		209.46								#NV	#NV	#NV	#NV	#NV	38
11D0650	29.04.2011	TZ	a(i)	2	0.015	31	350	125	17.29							826.6666667	1	50 / 55		60		179-183		283	10x10	Asahi-U	3		525 / 490	135 / 200		9.00E-07	359.45	4.35	0.78	20.14	10.44	9.55	72.5	902	14.61	4.9	73.7	5.03	74.6	2.93	2.98E-10	1.44	ZnO/Ag-6	2h 160°C														367.54	76.85											570	#NV	#NV	#NV	#NV	38
11D0651	29.04.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	3					9.00E-07	15.22	1.79		11.19																												593.96	56.94				14.15							#NV	#NV	#NV	#NV	#NV	38
11D0652	29.04.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
																																	383.67																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0653	29.04.2011	TZ	a(p)	1			278	41	7.92	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3					9.00E-07	9	1.8		25.04		8.29	70.6	903	13	6	71.1	3.63	72.4	2.95	2.88E-09	1.62	Ag-4	60' 160°C														297.43	25.59	7.66	22.96			4,5,6	a-Si PC2, SC series					#NV	#NV	#NV	#NV	#NV	38
11D0654	29.04.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												9.42	72.3	907	14.35	5.2	72	4.95	72.2	2.88	1.81E-09	1.78	ZnO/Ag-5	2h 160°C																		209.46								#NV	#NV	#NV	#NV	#NV	38
11D0655	29.04.2011	TZ	a(i)	2	0.015	14	240	295	41.59							373.3333333	1	50 / 55		60		180-183		287	10x10	Asahi-U	3		495 / 465	170 / 240		9.00E-07	344.45	9.23	0.82	17.73	22.14	9.42	72.3	907	14.36	5.3	72	4.94	71.8	2.89	4.82E-08	1.88	ZnO/Ag-6	2h 160°C														260.15	185.22											574	#NV	#NV	#NV	#NV	38
11D0656	29.04.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	3					9.00E-07	15.22	1.79		11.19																												593.96	56.94				14.15							#NV	#NV	#NV	#NV	#NV	38
11D0657	29.04.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
																																	368.67																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0658	29.04.2011	AF	µc/a(i)	2	0	0														60																																																			test of plasma stability (watch matchboxes): Paschen curves					#NV	#NV	#NV	#NV	#NV	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0659	02.05.2011	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		72.94		7.47	64.4	491	23.62	3.1	66.3	13.6	66.1	2.87	1.26E-04	1.61	ZnO/Ag-4	30' 160°C														2981.7	5.37	1.04				4,6	"µc-Si static; 2000 sccm"					#NV	#NV	#NV	#NV	#NV	38
11D0660	02.05.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												6.71	60.4	473	23.48	3.5	62.4	13.43	62.5	2.92	7.03E-04	1.84	ZnO/Ag-6	30' 160°C																		209.46			targeting 0.5 nm/s and ~35 % gas utilization					#NV	#NV	#NV	#NV	#NV	38
11D0661	02.05.2011	TZ	µc(i)	1			3000	40	0.83							120	12.5	520		13.56		180			10x10	ZnO	2					9.00E-07	50.4	4.2		59.88																												2981.7	24.96						like 11D0515 but power adjusted and higher silane concentration					#NV	#NV	#NV	#NV	#NV	38
11D0662	02.05.2011	TZ	µc(i)	2	0	0	2000	76	2.28							2200	4	200 / 200		60		177-181		241	10x10	ZnO	2		480 / 445	200 / 280		9.00E-07	1401.09	6.37	4.14	48.82																												1987.8	46.42						best cell pos 4: 1400 nm (i) / best cell pos 6: 1450 nm (i)					578	#NV	#NV	#NV	#NV	38
11D0663	02.05.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	2					9.00E-07	15.22	1.79		11.19																												593.96	56.94				14.15							#NV	#NV	#NV	#NV	#NV	38
11D0664	02.05.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
																																	1486.5																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0665	02.05.2011	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		72.94		3.56	55.1	436	14.8	6.3	57	6.7	59.1	2.57	3.53E-04	1.64	ZnO/Ag-4	30' 160°C														2981.7	5.37	1.04				4,6	"µc-Si static; 3000 sccm"					#NV	#NV	#NV	#NV	#NV	38
11D0666	02.05.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												4.35	61.4	434	16.29	4.2	61.4	7.91	62.7	2.63	8.47E-04	1.78	ZnO/Ag-6	30' 160°C																		209.46			targeting 1 nm/s and 60 % gas utilization					#NV	#NV	#NV	#NV	#NV	38
11D0667	02.05.2011	TZ	µc(i)	1			3000	40	0.83							120	12.5	520		13.56		180			10x10	ZnO	2					9.00E-07	50.4	4.2		59.88																												2981.7	24.96						best cell pos 4: 1440 nm (i) / best cell pos 6: 1385 nm (i)					#NV	#NV	#NV	#NV	#NV	38
11D0668	02.05.2011	TZ	µc(i)	2	0	0	3000	110	2.21							1200	4	340 / 400		60		180-185		181	10x10	ZnO	2		480 / 435	190 / 280		9.00E-07	1361.09	11.34	0.24	59.8																												2981.7	67.49											582	#NV	#NV	#NV	#NV	38
11D0669	02.05.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	2					9.00E-07	15.22	1.79		11.19																												593.96	56.94				14.15							#NV	#NV	#NV	#NV	#NV	38
11D0670	02.05.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
																																	1446.5																																											#NV	#NV	#NV	#NV	#NV	#NV
11D0671	03.05.2011	TM	a(p)	1			278	41	7.92	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	4					9.00E-07						10.8	71.8	1338	11.2	10.26							ZnO/Ag-1	U														297.43	25.59	7.66	22.96			1,6,7,9	like 10D1213 (2x10-6 and no TS before i-layers and µc(p))					#NV	#NV	#NV	#NV	#NV	38
11D0672	03.05.2011	TM	a(i)	1			1056	80	4.38							205	4	33		13.56		180			10x10	Asahi-U	4					2.00E-06						11.1	72	1338	11.5	9.58							ZnO/Ag-6	VU														1066.36	48.89											#NV	#NV	#NV	#NV	#NV	38
11D0672	03.05.2011	TM	a(i)	1			329	80	12.35							1600	4	33		13.56		180		264	10x10	Asahi-U	4											10.9	72.2	1338	11.3	10.09							ZnO/Ag-7	U														347.13	48.89											#NV	#NV	#NV	#NV	#NV	38
11D0673	03.05.2011	TM	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	4											10.8	71.2	1344	11.3	9.16							ZnO/Ag-9	U														593.96	56.94				14.15		QE jsc (11.2 / 11.5) pos. 1, cell 31					#NV	#NV	#NV	#NV	#NV	38
11D0674	03.05.2011	TM	µc(n)	1			3000	18	0.38				4			210	12.5	400		13.56		180			10x10	Asahi-U	4					1.00E-02																																2981.7	11.23				2.36		QE jsc (12.0 / 11.8) pos. 6, cell 17 Asahi VU					#NV	#NV	#NV	#NV	#NV	38
11D0675	03.05.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						220	12.5	400		13.56		180			10x10	Asahi-U	4					2.00E-06																																2981.7	5.37	1.04					QE jsc (11.3 / 11.6) pos. 7, cell 17					#NV	#NV	#NV	#NV	#NV	38
11D0676	03.05.2011	TM	µc(i)	1			3000	52	1.05							3600	12.5	520		13.56		180		237	10x10	Asahi-U	4					2.00E-06	2379.75	6.61	1.37	74.3																												2981.7	31.66						QE jsc (11.6 / 11.3) pos. 9, cell 16					642	#NV	#NV	#NV	#NV	38
11D0677	03.05.2011	TM	a(n)	1			582	93	8.75				22.7			120	4	34		13.56		180			10x10	Asahi-U	4																																					593.96	56.94				14.15							#NV	#NV	#NV	#NV	#NV	38
11D0678	03.05.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										209.46								#NV	#NV	#NV	#NV	#NV	38
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D0679	03.05.2011	TZ	a(p)	1			278	41	7.92	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3					9.00E-07	9	1.8		25.04		8.12	71.5	902	12.57	5.6	73.4	3.23	75	2.91	3.47E-10	1.47	Ag-4	30' 160°C														297.43	25.59	7.66	22.96			4,5,6	a-Si PC2, SC series					#NV	#NV	#NV	#NV	#NV	38
11D0680	03.05.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.98	72.3	899	13.8	5.9	73.5	4.33	74.6	2.94	7.17E-10	1.52	ZnO/Ag-5	30' 160°C																		209.46								#NV	#NV	#NV	#NV	#NV	38
